Date,District,Year,Month,DayOfWeek,Rape_Time,Kidnapping and Abduction_Time,Dowry Deaths_Time,Assault on women with intent to outrage her modesty_Time,Insult to modesty of Women_Time,Cruelty by Husband or his Relatives_Time,Importation of Girls_Time,Attempt to commit Rape_Time,Literacy_Rate,Unemployment_Rate,Avg_Income,Police_Stations,Hospitals,Schools,Area,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Attempt to commit Rape,SafetyScore
2024-03-13,North East,2024,3,2,23.0,21,15.0,18,16.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2009-11-02,North East,2009,11,0,23.0,22,14.0,22,10.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2023-01-07,North East,2023,1,5,23.0,19,11.0,2,14.0,20.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2005-05-30,North East,2005,5,0,1.0,20,7.0,0,12.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2014-03-12,North East,2014,3,2,22.0,18,22.0,18,19.0,20.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2009-11-03,North East,2009,11,1,4.0,22,7.0,21,20.0,18.0,,5.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2020-01-30,North East,2020,1,3,23.0,19,16.0,1,14.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2019-06-16,North East,2019,6,6,22.0,18,21.0,20,19.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2012-11-18,North East,2012,11,6,2.0,18,14.0,1,18.0,19.0,,23.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2016-12-30,North East,2016,12,4,5.0,22,16.0,1,17.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2019-04-23,North East,2019,4,1,22.0,21,15.0,1,12.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2005-05-11,North East,2005,5,2,3.0,22,23.0,2,16.0,19.0,,0.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2019-04-22,North East,2019,4,0,21.0,21,7.0,1,14.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2007-02-18,North East,2007,2,6,23.0,21,21.0,1,20.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2021-12-14,North East,2021,12,1,5.0,23,11.0,2,15.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2005-07-03,North East,2005,7,6,20.0,23,14.0,21,18.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2014-01-17,North East,2014,1,4,3.0,18,11.0,1,10.0,21.0,,2.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2012-06-13,North East,2012,6,2,21.0,21,22.0,2,15.0,23.0,,2.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2011-11-21,North East,2011,11,0,3.0,20,6.0,22,14.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2017-07-01,North East,2017,7,5,3.0,22,8.0,20,17.0,18.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2004-10-29,North East,2004,10,4,22.0,22,11.0,1,20.0,20.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2023-05-05,North East,2023,5,4,3.0,19,11.0,1,18.0,22.0,,23.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2019-01-28,North East,2019,1,0,21.0,22,16.0,19,16.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2005-12-27,North East,2005,12,1,0.0,22,11.0,2,20.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2022-08-17,North East,2022,8,2,3.0,20,20.0,19,17.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2022-02-03,North East,2022,2,3,21.0,20,15.0,20,18.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2009-04-25,North East,2009,4,5,0.0,23,13.0,22,10.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2010-06-23,North East,2010,6,2,23.0,21,20.0,23,9.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2008-03-19,North East,2008,3,2,20.0,19,11.0,22,16.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2011-01-30,North East,2011,1,6,5.0,18,12.0,19,21.0,18.0,,23.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2004-02-04,North East,2004,2,2,4.0,19,15.0,22,20.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2017-01-23,North East,2017,1,0,4.0,18,12.0,23,12.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2008-03-07,North East,2008,3,4,21.0,19,14.0,23,17.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2016-12-01,North East,2016,12,3,21.0,19,11.0,21,17.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2005-08-12,North East,2005,8,4,23.0,20,13.0,2,11.0,20.0,,22.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2023-11-10,North East,2023,11,4,20.0,22,12.0,1,13.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2008-06-09,North East,2008,6,0,3.0,23,22.0,22,11.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2004-05-07,North East,2004,5,4,23.0,23,6.0,23,13.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2008-11-01,North East,2008,11,5,3.0,20,10.0,22,14.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2015-01-19,North East,2015,1,0,0.0,22,23.0,2,16.0,19.0,,22.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2013-11-19,North East,2013,11,1,2.0,19,15.0,2,9.0,23.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2018-03-25,North East,2018,3,6,21.0,22,8.0,19,11.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2011-09-22,North East,2011,9,3,22.0,18,7.0,0,15.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2023-03-20,North East,2023,3,0,0.0,19,12.0,20,21.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2005-08-26,North East,2005,8,4,5.0,23,21.0,0,18.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2011-04-17,North East,2011,4,6,4.0,20,11.0,20,17.0,19.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2022-12-24,North East,2022,12,5,0.0,22,6.0,23,13.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2011-09-19,North East,2011,9,0,21.0,18,9.0,19,19.0,22.0,,2.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2005-07-23,North East,2005,7,5,4.0,22,16.0,0,19.0,22.0,,3.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2016-03-12,North East,2016,3,5,2.0,18,14.0,1,14.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2009-04-11,North East,2009,4,5,2.0,21,22.0,23,16.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2014-09-29,North East,2014,9,0,23.0,22,17.0,0,14.0,19.0,,2.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2019-02-27,North East,2019,2,2,1.0,20,13.0,18,16.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2022-02-05,North East,2022,2,5,22.0,18,17.0,0,11.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2011-09-15,North East,2011,9,3,3.0,23,10.0,19,15.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2024-07-11,North East,2024,7,3,0.0,22,19.0,19,10.0,20.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2012-09-29,North East,2012,9,5,20.0,18,20.0,21,14.0,23.0,,0.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2016-12-18,North East,2016,12,6,22.0,18,19.0,1,21.0,21.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2014-08-20,North East,2014,8,2,2.0,20,11.0,23,14.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2011-07-19,North East,2011,7,1,1.0,20,8.0,2,19.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2009-08-02,North East,2009,8,6,0.0,23,18.0,2,19.0,20.0,,0.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2007-04-12,North East,2007,4,3,2.0,19,11.0,18,17.0,23.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2015-12-23,North East,2015,12,2,5.0,18,14.0,0,20.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2017-04-13,North East,2017,4,3,1.0,20,23.0,2,19.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2009-02-10,North East,2009,2,1,21.0,19,21.0,21,21.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2017-12-01,North East,2017,12,4,23.0,20,19.0,2,17.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2013-10-24,North East,2013,10,3,2.0,22,9.0,23,10.0,21.0,,22.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2021-11-27,North East,2021,11,5,1.0,20,19.0,2,10.0,19.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2010-10-29,North East,2010,10,4,23.0,22,14.0,1,16.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2006-05-04,North East,2006,5,3,3.0,22,15.0,20,16.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2011-06-14,North East,2011,6,1,23.0,22,6.0,0,15.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2022-01-17,North East,2022,1,0,20.0,20,7.0,22,16.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2008-03-23,North East,2008,3,6,3.0,19,22.0,2,13.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2005-11-01,North East,2005,11,1,22.0,22,12.0,1,11.0,18.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2021-06-29,North East,2021,6,1,20.0,21,18.0,19,17.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2024-02-07,North East,2024,2,2,20.0,19,6.0,22,9.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2018-09-07,North East,2018,9,4,21.0,23,18.0,1,13.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2006-09-04,North East,2006,9,0,3.0,18,8.0,1,17.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2021-07-22,North East,2021,7,3,23.0,22,13.0,21,16.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2013-03-06,North East,2013,3,2,21.0,18,14.0,21,21.0,21.0,,5.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2023-08-18,North East,2023,8,4,22.0,18,11.0,2,17.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2008-10-29,North East,2008,10,2,22.0,23,16.0,20,16.0,21.0,,2.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2023-09-12,North East,2023,9,1,22.0,22,19.0,0,10.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2011-06-25,North East,2011,6,5,22.0,22,9.0,0,12.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2009-03-05,North East,2009,3,3,1.0,20,12.0,22,20.0,18.0,,1.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2010-08-12,North East,2010,8,3,0.0,23,10.0,0,16.0,23.0,,3.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2024-01-01,North East,2024,1,0,4.0,20,23.0,20,18.0,22.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2007-12-23,North East,2007,12,6,21.0,20,14.0,0,13.0,21.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2022-04-12,North East,2022,4,1,4.0,19,23.0,2,20.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2015-07-25,North East,2015,7,5,23.0,19,23.0,1,10.0,23.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2013-01-15,North East,2013,1,1,21.0,20,8.0,20,21.0,21.0,,3.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2024-04-24,North East,2024,4,2,23.0,21,17.0,19,15.0,22.0,,0.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2020-10-18,North East,2020,10,6,2.0,20,15.0,1,18.0,21.0,,1.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2006-03-22,North East,2006,3,2,23.0,19,6.0,0,20.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2007-11-14,North East,2007,11,2,22.0,18,15.0,0,9.0,18.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2021-03-11,North East,2021,3,3,21.0,22,15.0,2,11.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2006-07-19,North East,2006,7,2,22.0,23,22.0,19,21.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2016-08-10,North East,2016,8,2,23.0,18,8.0,2,20.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2012-08-19,North East,2012,8,6,23.0,22,15.0,22,11.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2004-06-13,North East,2004,6,6,23.0,23,19.0,0,10.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2015-03-04,North East,2015,3,2,23.0,18,20.0,22,9.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2008-07-08,North East,2008,7,1,20.0,22,8.0,23,12.0,18.0,,3.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2004-11-15,North East,2004,11,0,21.0,22,22.0,1,18.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2023-12-27,North East,2023,12,2,22.0,23,13.0,22,17.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2016-10-28,North East,2016,10,4,1.0,22,23.0,18,11.0,18.0,,2.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2022-02-13,North East,2022,2,6,21.0,22,17.0,2,18.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2007-10-24,North East,2007,10,2,22.0,18,11.0,0,18.0,23.0,,1.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2010-03-02,North East,2010,3,1,3.0,20,11.0,19,21.0,21.0,,5.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2017-02-17,North East,2017,2,4,1.0,20,6.0,1,21.0,23.0,,5.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2019-11-30,North East,2019,11,5,3.0,23,17.0,19,17.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2008-08-23,North East,2008,8,5,22.0,18,14.0,21,15.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2006-07-23,North East,2006,7,6,23.0,22,8.0,19,16.0,21.0,,0.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2008-07-20,North East,2008,7,6,3.0,21,23.0,21,13.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2021-10-18,North East,2021,10,0,22.0,20,19.0,0,10.0,22.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2024-07-16,North East,2024,7,1,20.0,18,17.0,22,12.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2016-04-08,North East,2016,4,4,21.0,18,21.0,19,21.0,21.0,,0.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2012-09-30,North East,2012,9,6,2.0,18,17.0,20,13.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2009-09-01,North East,2009,9,1,21.0,19,22.0,1,15.0,19.0,,5.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2022-04-01,North East,2022,4,4,1.0,21,10.0,21,20.0,22.0,,23.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2019-09-29,North East,2019,9,6,2.0,22,23.0,22,18.0,20.0,,1.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2010-08-29,North East,2010,8,6,1.0,18,23.0,1,11.0,21.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2010-05-17,North East,2010,5,0,3.0,19,8.0,21,11.0,22.0,,23.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2008-08-26,North East,2008,8,1,20.0,21,7.0,2,10.0,18.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2020-10-20,North East,2020,10,1,23.0,22,16.0,23,21.0,18.0,,4.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2020-05-11,North East,2020,5,0,3.0,18,20.0,18,9.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2022-05-08,North East,2022,5,6,21.0,19,19.0,1,18.0,22.0,,5.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2015-08-07,North East,2015,8,4,4.0,22,18.0,2,16.0,22.0,,22.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2022-05-25,North East,2022,5,2,2.0,21,11.0,20,10.0,18.0,,23.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2024-08-22,North East,2024,8,3,21.0,20,15.0,1,16.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2023-12-03,North East,2023,12,6,1.0,19,8.0,1,19.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2022-09-02,North East,2022,9,4,2.0,18,14.0,2,11.0,22.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2025-01-09,North East,2025,1,3,20.0,18,18.0,21,18.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2016-05-23,North East,2016,5,0,0.0,18,10.0,2,21.0,21.0,,2.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2007-11-21,North East,2007,11,2,2.0,23,21.0,2,15.0,19.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2004-12-05,North East,2004,12,6,4.0,20,18.0,0,11.0,18.0,,22.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2023-12-31,North East,2023,12,6,2.0,19,11.0,23,11.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2007-03-16,North East,2007,3,4,2.0,18,19.0,19,21.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2024-03-06,North East,2024,3,2,0.0,19,20.0,20,14.0,23.0,,1.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2004-01-06,North East,2004,1,1,23.0,20,11.0,0,12.0,21.0,,1.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2021-06-18,North East,2021,6,4,1.0,19,13.0,23,15.0,23.0,,5.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2010-01-04,North East,2010,1,0,0.0,22,10.0,1,10.0,21.0,,0.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2022-08-04,North East,2022,8,3,0.0,22,12.0,1,20.0,18.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2023-03-30,North East,2023,3,3,3.0,23,7.0,23,20.0,20.0,,22.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2016-07-12,North East,2016,7,1,4.0,19,20.0,19,19.0,23.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2017-10-18,North East,2017,10,2,4.0,19,15.0,1,17.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2018-01-23,North East,2018,1,1,21.0,22,14.0,22,15.0,23.0,,23.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2021-09-21,North East,2021,9,1,0.0,23,6.0,2,17.0,18.0,,3.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2020-03-12,North East,2020,3,3,5.0,23,9.0,18,12.0,23.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2007-03-14,North East,2007,3,2,3.0,22,11.0,2,13.0,21.0,,21.0,82.8,6.5,250000,10,5,200.0,62.0,315,652,28,536,180,563,0,3,1.6392287727104193
2017-02-26,North East,2017,2,6,23.0,23,6.0,0,19.0,19.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2012-08-23,North East,2012,8,3,0.0,19,6.0,19,12.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
2007-03-12,North East,2007,3,0,2.0,22,6.0,2,14.0,20.0,,20.0,82.8,6.5,250000,10,5,200.0,62.0,178,530,14,332,155,466,0,0,2.5320726733407493
