Date,Year,District,Rape,Rape_Time,Kidnapping and Abduction,Kidnapping and Abduction_Time,Dowry Deaths,Dowry Deaths_Time,Assault on women with intent to outrage her modesty,Assault on women with intent to outrage her modesty_Time,Insult to modesty of Women,Insult to modesty of Women_Time,Cruelty by Husband or his Relatives,Cruelty by Husband or his Relatives_Time,Importation of Girls,Importation of Girls_Time,Attempt to commit Rape,Attempt to commit Rape_Time,Literacy_Rate,Unemployment_Rate,Avg_Income,Latitude,Longitude,Police_Stations,Hospitals,Schools,Area,TotalCrimes,DayOfWeek,Month,IsWeekend
2023-09-07,2023,North,48,329.0,160,1229,2,1131.0,173,68,14,846.0,114,1369.0,0,,3,1214.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,3,9,0
2024-01-05,2024,North,48,1353.0,160,1296,2,614.0,173,1363,14,728.0,114,1240.0,0,,3,301.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,1,0
2013-02-12,2013,North,30,1211.0,77,1317,8,1375.0,115,158,22,582.0,65,1128.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,317,1,2,0
2021-09-04,2021,North,43,310.0,61,1292,8,1412.0,145,1200,23,742.0,69,1389.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,349,5,9,1
2005-04-22,2005,North,48,72.0,160,1138,2,1324.0,173,137,14,603.0,114,1250.0,0,,3,1430.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,4,0
2011-09-09,2011,North,44,1324.0,73,1407,7,844.0,110,1310,22,1094.0,99,1092.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,355,4,9,0
2005-05-18,2005,North,48,157.0,160,1394,2,1296.0,173,138,14,1119.0,114,1257.0,0,,3,1267.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,5,0
2005-04-29,2005,North,48,1439.0,160,1084,2,964.0,173,1102,14,1175.0,114,1097.0,0,,3,297.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,4,0
2017-07-12,2017,North,48,57.0,160,1315,2,436.0,173,83,14,875.0,114,1221.0,0,,3,156.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,7,0
2010-08-15,2010,North,37,1209.0,55,1143,7,873.0,127,1413,21,926.0,101,1422.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,348,6,8,1
2020-11-26,2020,North,35,235.0,113,1260,7,851.0,57,128,9,1285.0,96,1433.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,317,3,11,0
2018-11-21,2018,North,50,313.0,114,1247,7,696.0,87,1390,20,1269.0,79,1110.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,357,2,11,0
2011-03-02,2011,North,48,243.0,160,1108,2,1174.0,173,118,14,958.0,114,1415.0,0,,3,253.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,3,0
2005-10-28,2005,North,48,1239.0,160,1268,2,1355.0,173,49,14,925.0,114,1154.0,0,,3,1422.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,10,0
2023-05-09,2023,North,48,314.0,160,1334,2,783.0,173,46,14,1197.0,114,1211.0,0,,3,216.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,1,5,0
2012-08-03,2012,North,48,1233.0,160,1211,2,1340.0,173,1285,14,1291.0,114,1378.0,0,,3,1312.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,8,0
2019-09-19,2019,North,48,108.0,160,1357,2,432.0,173,17,14,674.0,114,1332.0,0,,3,55.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,3,9,0
2013-06-27,2013,North,48,1226.0,160,1426,2,392.0,173,1253,14,605.0,114,1113.0,0,,3,1352.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,3,6,0
2018-04-01,2018,North,45,1243.0,57,1234,7,1048.0,99,179,16,900.0,107,1185.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,331,6,4,1
2010-07-16,2010,North,45,1208.0,139,1150,9,1343.0,86,131,22,893.0,85,1107.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,386,4,7,0
2022-08-24,2022,North,48,1380.0,160,1234,2,1119.0,173,1323,14,629.0,114,1123.0,0,,3,177.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,8,0
2020-12-24,2020,North,48,178.0,160,1180,2,512.0,173,103,14,748.0,114,1164.0,0,,3,335.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,3,12,0
2004-11-16,2004,North,29,0.0,132,1157,7,1412.0,22,120,5,796.0,96,1170.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,291,1,11,0
2006-04-28,2006,North,48,343.0,160,1115,2,436.0,173,1087,14,1107.0,114,1119.0,0,,3,1200.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,4,0
2018-08-16,2018,North,48,1225.0,160,1292,2,381.0,173,70,14,989.0,114,1405.0,0,,3,1300.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,3,8,0
2008-06-18,2008,North,42,1314.0,90,1140,6,538.0,91,35,21,1227.0,103,1086.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,353,2,6,0
2020-09-11,2020,North,35,49.0,81,1321,8,1115.0,143,99,18,1169.0,67,1149.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,352,4,9,0
2016-05-13,2016,North,48,69.0,160,1167,2,684.0,173,1173,14,1188.0,114,1106.0,0,,3,1297.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,5,0
2012-10-05,2012,North,32,265.0,111,1249,6,1109.0,28,26,19,1300.0,82,1144.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,278,4,10,0
2013-09-10,2013,North,48,3.0,160,1198,2,1433.0,173,144,14,934.0,114,1339.0,0,,3,1268.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,1,9,0
2014-02-07,2014,North,48,297.0,160,1086,2,1274.0,173,102,14,950.0,114,1128.0,0,,3,171.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,2,0
2014-04-04,2014,North,43,43.0,114,1081,8,574.0,138,165,13,1247.0,76,1344.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,392,4,4,0
2006-06-07,2006,North,48,1249.0,160,1252,2,778.0,173,21,14,1155.0,114,1361.0,0,,3,1313.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,6,0
2016-03-23,2016,North,48,243.0,160,1280,2,1012.0,173,1289,14,1307.0,114,1185.0,0,,3,133.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,3,0
2017-01-08,2017,North,48,288.0,160,1256,2,612.0,173,1399,14,714.0,114,1280.0,0,,3,146.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,6,1,1
2014-02-01,2014,North,43,70.0,116,1145,8,1215.0,145,1366,25,1033.0,71,1193.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,408,5,2,1
2020-05-10,2020,North,48,59.0,160,1098,2,1156.0,173,126,14,588.0,114,1148.0,0,,3,149.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,6,5,1
2022-11-14,2022,North,48,137.0,160,1223,2,956.0,173,1228,14,1187.0,114,1346.0,0,,3,1246.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,0,11,0
2011-08-28,2011,North,39,115.0,94,1330,8,678.0,81,161,20,1120.0,55,1204.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,297,6,8,1
2010-07-31,2010,North,48,1364.0,160,1156,2,400.0,173,1215,14,725.0,114,1108.0,0,,3,1291.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,5,7,1
2005-02-27,2005,North,38,1424.0,136,1206,9,593.0,38,1328,20,927.0,59,1155.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,300,6,2,1
2021-04-06,2021,North,48,349.0,160,1346,2,1085.0,173,107,14,940.0,114,1415.0,0,,3,1288.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,1,4,0
2011-11-19,2011,North,48,1288.0,160,1144,2,505.0,173,108,14,672.0,114,1271.0,0,,3,1297.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,5,11,1
2012-11-06,2012,North,48,1306.0,160,1173,2,1158.0,173,23,14,974.0,114,1380.0,0,,3,12.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,1,11,0
2021-06-20,2021,North,27,166.0,136,1132,8,1046.0,92,1220,11,1108.0,87,1136.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,361,6,6,1
2006-06-16,2006,North,31,301.0,139,1265,7,795.0,158,1099,19,1042.0,77,1345.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,431,4,6,0
2014-10-15,2014,North,48,1344.0,160,1100,2,880.0,173,74,14,805.0,114,1247.0,0,,3,311.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,10,0
2015-04-20,2015,North,48,244.0,160,1193,2,976.0,173,128,14,590.0,114,1348.0,0,,3,341.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,0,4,0
2024-02-14,2024,North,48,22.0,160,1114,2,450.0,173,1278,14,1202.0,114,1324.0,0,,3,325.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,2,0
2008-01-19,2008,North,48,1355.0,160,1243,2,1063.0,173,94,14,1300.0,114,1196.0,0,,3,1367.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,5,1,1
2014-12-23,2014,North,48,259.0,160,1344,2,1002.0,173,1331,14,1016.0,114,1117.0,0,,3,1309.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,1,12,0
2021-10-06,2021,North,48,354.0,160,1433,2,1221.0,173,131,14,620.0,114,1120.0,0,,3,1280.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,10,0
2018-07-21,2018,North,38,238.0,142,1281,9,705.0,140,1325,6,688.0,72,1146.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,407,5,7,1
2015-07-15,2015,North,48,1382.0,160,1306,2,1356.0,173,94,14,776.0,114,1149.0,0,,3,1383.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,7,0
2009-07-19,2009,North,40,244.0,100,1233,8,1156.0,43,94,24,1172.0,58,1244.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,273,6,7,1
2018-10-17,2018,North,48,1362.0,160,1167,2,701.0,173,1137,14,1267.0,114,1116.0,0,,3,208.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,10,0
2012-03-31,2012,North,48,278.0,160,1093,2,1341.0,173,1135,14,581.0,114,1297.0,0,,3,1354.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,5,3,1
2018-12-30,2018,North,48,165.0,160,1126,2,802.0,173,1207,14,700.0,114,1410.0,0,,3,1437.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,6,12,1
2023-03-13,2023,North,43,349.0,119,1244,6,1174.0,38,44,16,1283.0,58,1315.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,280,0,3,0
2006-09-18,2006,North,38,358.0,106,1387,6,613.0,103,152,17,1237.0,104,1382.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,374,0,9,0
2021-08-14,2021,North,48,35.0,160,1324,2,431.0,173,93,14,1194.0,114,1191.0,0,,3,1242.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,5,8,1
2021-07-03,2021,North,45,1294.0,113,1116,9,458.0,25,53,13,809.0,83,1333.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,288,5,7,1
2004-11-22,2004,North,44,116.0,61,1187,7,1313.0,50,60,6,977.0,74,1231.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,242,0,11,0
2010-08-06,2010,North,48,141.0,160,1273,2,806.0,173,1381,14,770.0,114,1158.0,0,,3,208.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,8,0
2020-10-21,2020,North,48,33.0,160,1086,2,1254.0,173,1086,14,640.0,114,1215.0,0,,3,1338.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,10,0
2012-11-30,2012,North,48,1415.0,160,1129,2,932.0,173,31,14,1000.0,114,1151.0,0,,3,56.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,11,0
2020-07-02,2020,North,48,290.0,160,1380,2,1282.0,173,1314,14,1202.0,114,1278.0,0,,3,1268.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,3,7,0
2022-09-18,2022,North,42,1322.0,115,1155,7,1028.0,106,1322,21,601.0,85,1415.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,376,6,9,1
2011-12-24,2011,North,53,1410.0,126,1407,7,809.0,102,59,12,1062.0,94,1369.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,394,5,12,1
2018-01-28,2018,North,45,63.0,82,1208,8,1249.0,146,80,10,1083.0,55,1411.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,346,6,1,1
2020-05-22,2020,North,48,17.0,160,1393,2,373.0,173,1135,14,903.0,114,1259.0,0,,3,345.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,4,5,0
2020-11-19,2020,North,48,226.0,160,1292,2,480.0,173,113,14,921.0,114,1104.0,0,,3,1438.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,3,11,0
2018-10-30,2018,North,48,158.0,160,1179,2,579.0,173,177,14,1151.0,114,1172.0,0,,3,108.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,1,10,0
2011-04-28,2011,North,48,121.0,113,1423,8,638.0,35,164,12,989.0,61,1371.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,277,3,4,0
2015-02-20,2015,North,31,345.0,85,1302,7,952.0,55,62,15,710.0,64,1358.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,257,4,2,0
2008-09-19,2008,North,34,1428.0,130,1271,7,705.0,88,1413,22,918.0,67,1177.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,348,4,9,0
2023-11-18,2023,North,45,1418.0,73,1386,6,1171.0,162,1095,7,1017.0,68,1300.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,361,5,11,1
2012-08-28,2012,North,48,1262.0,160,1121,2,537.0,173,1367,14,704.0,114,1349.0,0,,3,247.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,1,8,0
2017-02-14,2017,North,32,49.0,147,1209,8,1114.0,160,17,10,1063.0,74,1347.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,431,1,2,0
2023-11-11,2023,North,24,235.0,112,1392,6,872.0,158,73,23,1251.0,66,1335.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,389,5,11,1
2004-10-28,2004,North,40,1403.0,124,1398,9,803.0,115,1348,10,626.0,83,1344.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,381,3,10,0
2022-11-02,2022,North,48,18.0,160,1377,2,572.0,173,175,14,1259.0,114,1272.0,0,,3,1321.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,2,11,0
2008-04-26,2008,North,45,166.0,86,1393,9,440.0,125,14,22,829.0,93,1344.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,380,5,4,1
2006-02-07,2006,North,48,1315.0,160,1083,2,976.0,173,1129,14,968.0,114,1123.0,0,,3,1299.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,1,2,0
2016-06-29,2016,North,29,1343.0,91,1288,8,946.0,153,169,17,1228.0,69,1399.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,367,2,6,0
2009-12-03,2009,North,48,1293.0,160,1246,2,1268.0,173,34,14,745.0,114,1280.0,0,,3,1340.0,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,514,3,12,0
2008-03-20,2008,North,37,126.0,149,1301,7,870.0,70,1391,16,749.0,86,1222.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,365,3,3,0
2020-04-15,2020,South West,67,1416.0,120,1258,18,868.0,46,77,6,840.0,144,1314.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,2,4,0
2014-08-16,2014,South West,183,1352.0,513,1270,27,761.0,333,147,30,1160.0,438,1193.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,5,8,1
2011-07-24,2011,South West,67,1400.0,120,1146,18,922.0,46,1085,6,550.0,144,1316.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,6,7,1
2010-11-18,2010,South West,67,48.0,120,1166,18,1339.0,46,67,6,585.0,144,1229.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,3,11,0
2023-11-04,2023,South West,183,1390.0,513,1304,27,1217.0,333,113,30,928.0,438,1275.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,5,11,1
2024-10-18,2024,South West,67,1288.0,120,1408,18,1012.0,46,120,6,642.0,144,1242.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,4,10,0
2006-08-10,2006,South West,67,1248.0,120,1240,18,1096.0,46,1377,6,823.0,144,1394.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,3,8,0
2018-02-19,2018,South West,67,219.0,120,1109,18,1008.0,46,1158,6,885.0,144,1388.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,0,2,0
2008-10-09,2008,South West,183,330.0,513,1203,27,712.0,333,37,30,758.0,438,1109.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,3,10,0
2018-03-03,2018,South West,183,1411.0,513,1284,27,763.0,333,109,30,1022.0,438,1227.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,5,3,1
2004-06-08,2004,South West,183,188.0,513,1231,27,761.0,333,1330,30,952.0,438,1127.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,1,6,0
2004-11-07,2004,South West,67,1209.0,120,1193,18,1363.0,46,1394,6,950.0,144,1176.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,6,11,1
2014-04-30,2014,South West,67,198.0,120,1166,18,859.0,46,49,6,751.0,144,1300.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,2,4,0
2008-03-24,2008,South West,183,1346.0,513,1112,27,518.0,333,1201,30,751.0,438,1150.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,0,3,0
2014-04-14,2014,South West,67,1366.0,120,1125,18,968.0,46,1273,6,695.0,144,1089.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,0,4,0
2008-12-21,2008,South West,67,1392.0,120,1253,18,1351.0,46,1260,6,687.0,144,1304.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,6,12,1
2015-04-13,2015,South West,67,145.0,120,1416,18,412.0,46,1200,6,974.0,144,1434.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,0,4,0
2020-09-28,2020,South West,67,310.0,120,1100,18,828.0,46,75,6,999.0,144,1321.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,0,9,0
2023-06-15,2023,South West,183,142.0,513,1162,27,901.0,333,1242,30,750.0,438,1320.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,3,6,0
2023-01-21,2023,South West,67,1201.0,120,1290,18,1108.0,46,24,6,790.0,144,1187.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,5,1,1
2020-09-24,2020,South West,67,94.0,120,1089,18,831.0,46,1329,6,1286.0,144,1175.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,3,9,0
2018-07-15,2018,South West,183,1232.0,513,1202,27,488.0,333,161,30,1288.0,438,1388.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,6,7,1
2024-11-06,2024,South West,183,1280.0,513,1285,27,701.0,333,166,30,1315.0,438,1297.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,2,11,0
2015-06-26,2015,South West,183,1332.0,513,1236,27,626.0,333,1283,30,1083.0,438,1143.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,4,6,0
2017-05-18,2017,South West,67,1261.0,120,1265,18,911.0,46,1187,6,1199.0,144,1359.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,3,5,0
2008-04-02,2008,South West,67,1350.0,120,1132,18,766.0,46,162,6,835.0,144,1389.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,2,4,0
2009-12-19,2009,South West,67,94.0,120,1217,18,1274.0,46,1358,6,578.0,144,1226.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,5,12,1
2005-03-12,2005,South West,183,1342.0,513,1253,27,1334.0,333,86,30,1063.0,438,1141.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,5,3,1
2004-08-03,2004,South West,67,314.0,120,1335,18,1206.0,46,1272,6,866.0,144,1143.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,1,8,0
2013-11-13,2013,South West,183,183.0,513,1409,27,1416.0,333,46,30,693.0,438,1286.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,2,11,0
2021-05-11,2021,South West,183,1340.0,513,1191,27,772.0,333,1432,30,788.0,438,1131.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,1,5,0
2019-10-23,2019,South West,183,319.0,513,1327,27,683.0,333,114,30,864.0,438,1211.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,2,10,0
2019-01-18,2019,South West,183,1422.0,513,1207,27,511.0,333,102,30,602.0,438,1391.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,4,1,0
2021-03-05,2021,South West,183,141.0,513,1366,27,1174.0,333,147,30,1217.0,438,1152.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,4,3,0
2009-11-10,2009,South West,183,108.0,513,1314,27,1196.0,333,1384,30,948.0,438,1417.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,1,11,0
2007-10-26,2007,South West,183,356.0,513,1239,27,816.0,333,95,30,1232.0,438,1349.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,4,10,0
2010-06-07,2010,South West,183,201.0,513,1208,27,563.0,333,60,30,602.0,438,1159.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,0,6,0
2016-11-17,2016,South West,67,210.0,120,1209,18,609.0,46,1241,6,1294.0,144,1299.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,3,11,0
2010-04-18,2010,South West,183,1402.0,513,1423,27,955.0,333,1208,30,611.0,438,1410.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,6,4,1
2011-02-21,2011,South West,67,1263.0,120,1113,18,695.0,46,151,6,1082.0,144,1345.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,0,2,0
2013-09-09,2013,South West,67,6.0,120,1335,18,1169.0,46,57,6,732.0,144,1330.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,0,9,0
2009-06-18,2009,South West,67,308.0,120,1414,18,836.0,46,22,6,587.0,144,1422.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,3,6,0
2005-06-18,2005,South West,183,1389.0,513,1110,27,867.0,333,123,30,616.0,438,1164.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,5,6,1
2006-06-11,2006,South West,183,336.0,513,1227,27,1083.0,333,28,30,937.0,438,1276.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,6,6,1
2007-09-24,2007,South West,183,1361.0,513,1121,27,699.0,333,155,30,895.0,438,1266.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,0,9,0
2023-12-09,2023,South West,67,1330.0,120,1123,18,1110.0,46,1207,6,1132.0,144,1209.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,5,12,1
2021-05-04,2021,South West,183,1223.0,513,1276,27,1281.0,333,156,30,825.0,438,1292.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,1,5,0
2020-04-19,2020,South West,183,1233.0,513,1096,27,979.0,333,1089,30,885.0,438,1239.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,6,4,1
2013-12-20,2013,South West,67,1228.0,120,1310,18,894.0,46,8,6,1068.0,144,1409.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,4,12,0
2013-01-09,2013,South West,67,156.0,120,1404,18,443.0,46,1125,6,855.0,144,1255.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,401,2,1,0
2010-04-01,2010,South West,183,1233.0,513,1360,27,1298.0,333,1421,30,660.0,438,1370.0,0,,0,747.5991379310345,85.0,5.0,380000,28.593,77.05,10,6,240.0,250.0,1524,3,4,0
