Date,Year,District,Rape,Rape_Time,Kidnapping and Abduction,Kidnapping and Abduction_Time,Dowry Deaths,Dowry Deaths_Time,Assault on women with intent to outrage her modesty,Assault on women with intent to outrage her modesty_Time,Insult to modesty of Women,Insult to modesty of Women_Time,Cruelty by Husband or his Relatives,Cruelty by Husband or his Relatives_Time,Importation of Girls,Importation of Girls_Time,Attempt to commit Rape,Attempt to commit Rape_Time,Literacy_Rate,Unemployment_Rate,Avg_Income,Latitude,Longitude,Police_Stations,Hospitals,Schools,Area,TotalCrimes
14-09-2023,2023,South West,183,20:23,513,18:18,27,18:59,333,19:31,30,11:46,438,23:21,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
18-01-2024,2024,South West,67,00:11,120,21:42,18,06:22,46,22:16,6,18:54,144,18:06,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
20-11-2023,2023,South West,183,23:06,513,18:12,27,10:40,333,23:40,30,20:47,438,22:52,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
10-07-2024,2024,South West,183,20:24,513,22:41,27,14:25,333,19:13,30,18:55,438,19:43,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
07-11-2009,2009,South West,183,20:34,513,23:38,27,10:27,333,21:30,30,19:17,438,22:46,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
20-07-2018,2018,South West,183,21:45,513,20:20,27,21:42,333,01:55,30,10:33,438,19:59,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
31-10-2019,2019,South West,67,05:15,120,23:20,18,15:55,46,02:19,6,13:05,144,22:25,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
23-03-2005,2005,South West,67,03:48,120,19:25,18,11:35,46,21:21,6,18:22,144,22:20,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
07-05-2024,2024,South West,67,00:49,120,22:55,18,08:45,46,21:36,6,09:24,144,22:40,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
14-05-2018,2018,South West,67,21:49,120,22:38,18,23:59,46,00:45,6,11:54,144,19:57,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
07-05-2007,2007,South West,67,00:15,120,18:52,18,17:36,46,02:54,6,09:55,144,19:58,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
05-06-2005,2005,South West,67,23:43,120,18:27,18,06:42,46,00:44,6,18:30,144,22:44,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
19-05-2011,2011,South West,67,00:54,120,20:16,18,15:00,46,20:15,6,10:47,144,20:41,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
31-05-2021,2021,South West,183,23:59,513,18:35,27,17:33,333,02:16,30,13:22,438,18:52,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
12-03-2018,2018,South West,183,21:52,513,18:13,27,13:35,333,18:26,30,15:08,438,19:43,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
19-06-2024,2024,South West,67,04:09,120,23:09,18,22:16,46,18:53,6,18:15,144,18:04,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
22-02-2020,2020,South West,183,00:32,513,23:56,27,06:53,333,18:05,30,19:23,438,22:31,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
20-08-2020,2020,South West,183,23:09,513,18:14,27,17:43,333,19:07,30,11:52,438,18:34,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
14-02-2024,2024,South West,183,04:56,513,19:20,27,09:15,333,21:08,30,20:56,438,22:53,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
12-03-2015,2015,South West,67,23:50,120,23:58,18,11:40,46,23:19,6,15:58,144,19:16,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
24-12-2014,2014,South West,183,05:44,513,22:11,27,22:26,333,19:20,30,20:35,438,23:32,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
10-04-2010,2010,South West,67,20:10,120,18:32,18,10:24,46,02:25,6,12:26,144,18:29,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
14-04-2007,2007,South West,183,22:03,513,19:38,27,14:19,333,22:09,30,20:25,438,20:29,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
16-01-2015,2015,South West,183,03:34,513,18:21,27,13:20,333,20:40,30,21:56,438,22:24,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
29-04-2006,2006,South West,67,23:38,120,23:00,18,21:29,46,02:53,6,19:41,144,18:01,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
02-07-2008,2008,South West,183,23:08,513,21:05,27,13:50,333,19:51,30,20:00,438,21:42,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
04-01-2013,2013,South West,183,05:16,513,19:49,27,09:43,333,18:13,30,14:39,438,21:34,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
19-07-2012,2012,South West,183,05:59,513,18:03,27,08:38,333,00:08,30,11:42,438,23:05,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
20-02-2015,2015,South West,67,22:18,120,22:16,18,11:56,46,01:22,6,10:29,144,18:41,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
16-05-2020,2020,South West,183,03:45,513,21:57,27,10:15,333,19:59,30,10:15,438,20:37,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
22-08-2005,2005,South West,67,21:29,120,20:31,18,09:58,46,18:35,6,10:21,144,21:03,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
06-02-2005,2005,South West,67,20:44,120,19:25,18,07:47,46,01:37,6,19:51,144,18:23,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
05-10-2014,2014,South West,183,20:20,513,21:50,27,17:51,333,21:27,30,11:15,438,18:03,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
24-11-2019,2019,South West,183,22:50,513,18:09,27,11:11,333,00:48,30,17:50,438,18:25,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
19-11-2023,2023,South West,183,21:23,513,19:28,27,10:43,333,02:22,30,16:03,438,19:13,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
09-04-2009,2009,South West,67,23:44,120,21:15,18,10:52,46,21:23,6,18:38,144,21:54,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
29-08-2020,2020,South West,183,05:56,513,20:56,27,22:15,333,00:28,30,09:13,438,20:01,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
16-09-2007,2007,South West,183,02:48,513,18:01,27,20:48,333,23:28,30,14:39,438,20:54,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
18-09-2014,2014,South West,183,23:31,513,18:32,27,23:29,333,00:03,30,11:39,438,22:08,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
13-12-2006,2006,South West,183,00:58,513,22:41,27,17:42,333,22:35,30,21:57,438,21:49,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
15-06-2012,2012,South West,67,20:06,120,20:04,18,21:16,46,19:18,6,18:54,144,20:01,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
15-08-2010,2010,South West,67,05:47,120,18:02,18,20:40,46,02:11,6,12:37,144,19:09,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
30-05-2006,2006,South West,67,01:44,120,21:01,18,18:22,46,01:11,6,18:45,144,22:04,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
08-06-2007,2007,South West,67,22:49,120,19:00,18,12:53,46,21:19,6,18:24,144,23:33,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
24-04-2007,2007,South West,67,20:18,120,19:45,18,17:17,46,00:39,6,13:09,144,21:24,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
01-05-2004,2004,South West,183,05:55,513,23:05,27,07:41,333,02:33,30,19:20,438,19:13,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
20-05-2010,2010,South West,67,01:57,120,18:58,18,09:39,46,00:48,6,19:09,144,22:51,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
25-07-2016,2016,South West,183,22:03,513,19:05,27,20:10,333,02:31,30,15:01,438,18:00,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
24-02-2006,2006,South West,183,23:16,513,23:54,27,07:47,333,02:12,30,15:09,438,18:26,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
25-12-2010,2010,South West,67,01:14,120,20:11,18,07:07,46,01:26,6,19:02,144,23:40,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
06-12-2006,2006,South West,183,20:04,513,21:49,27,21:56,333,18:24,30,14:59,438,20:59,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
24-06-2012,2012,South West,67,03:10,120,23:27,18,08:05,46,02:54,6,19:28,144,19:35,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
21-12-2016,2016,South West,67,05:42,120,19:11,18,06:02,46,23:21,6,14:34,144,18:37,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
08-02-2024,2024,South West,183,02:46,513,20:42,27,23:30,333,23:25,30,18:47,438,20:05,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
11-02-2015,2015,South West,183,02:23,513,20:13,27,06:29,333,01:15,30,17:33,438,21:09,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
02-12-2008,2008,South West,67,20:08,120,23:31,18,12:14,46,20:39,6,10:30,144,18:10,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
03-04-2007,2007,South West,67,20:36,120,20:01,18,22:53,46,23:33,6,11:42,144,20:42,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
24-07-2016,2016,South West,183,02:09,513,22:00,27,10:35,333,21:41,30,12:24,438,19:25,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
12-04-2019,2019,South West,183,01:30,513,21:22,27,07:39,333,02:29,30,15:11,438,18:58,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
16-05-2024,2024,South West,183,20:28,513,21:49,27,15:46,333,02:20,30,10:43,438,18:51,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
22-01-2014,2014,South West,67,03:36,120,22:38,18,15:38,46,22:47,6,17:45,144,18:38,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
18-09-2021,2021,South West,183,23:12,513,22:29,27,08:17,333,02:21,30,11:19,438,19:18,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
21-04-2008,2008,South West,67,22:48,120,18:09,18,12:11,46,00:40,6,14:56,144,21:34,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
28-08-2006,2006,South West,67,20:44,120,20:38,18,07:54,46,20:06,6,20:04,144,21:47,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
16-07-2011,2011,South West,183,01:21,513,18:16,27,18:33,333,01:37,30,15:36,438,19:32,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
11-07-2004,2004,South West,183,02:19,513,18:27,27,22:47,333,01:22,30,11:56,438,22:40,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
31-01-2011,2011,South West,67,22:43,120,20:37,18,23:19,46,19:43,6,12:28,144,19:38,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
13-07-2006,2006,South West,67,04:51,120,21:59,18,13:50,46,23:29,6,19:37,144,20:21,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
06-09-2014,2014,South West,67,04:27,120,23:22,18,07:14,46,02:13,6,15:46,144,23:07,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
13-01-2016,2016,South West,183,01:13,513,23:26,27,19:50,333,02:50,30,19:32,438,23:09,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
15-09-2004,2004,South West,183,23:59,513,21:05,27,18:44,333,22:53,30,10:58,438,20:26,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
09-02-2014,2014,South West,67,23:59,120,21:33,18,08:37,46,22:22,6,20:32,144,22:25,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
18-10-2021,2021,South West,183,23:27,513,23:44,27,22:32,333,20:58,30,16:50,438,20:36,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
15-08-2008,2008,South West,183,01:46,513,18:39,27,19:40,333,18:45,30,09:43,438,22:21,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
11-02-2021,2021,South West,183,21:47,513,19:58,27,23:44,333,18:55,30,17:16,438,22:00,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
23-11-2009,2009,South West,183,00:58,513,23:04,27,20:07,333,20:05,30,09:02,438,21:23,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
23-03-2011,2011,South West,67,01:57,120,18:43,18,22:41,46,19:51,6,19:20,144,18:48,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
02-09-2011,2011,South West,67,20:40,120,21:25,18,16:10,46,02:58,6,09:51,144,23:51,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
27-04-2014,2014,South West,67,20:36,120,21:51,18,09:27,46,20:12,6,14:04,144,21:30,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
12-08-2022,2022,South West,183,21:10,513,23:32,27,23:51,333,01:29,30,16:31,438,22:54,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
17-06-2019,2019,South West,183,22:48,513,23:33,27,06:03,333,02:05,30,18:40,438,20:47,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
04-09-2014,2014,South West,183,02:51,513,22:17,27,12:01,333,20:21,30,09:22,438,18:32,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
10-09-2005,2005,South West,67,00:51,120,23:22,18,13:40,46,02:16,6,17:31,144,19:18,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
23-02-2008,2008,South West,183,04:56,513,22:38,27,10:15,333,02:44,30,14:09,438,23:30,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
13-08-2021,2021,South West,67,05:04,120,23:17,18,17:09,46,02:01,6,21:47,144,19:45,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
15-07-2011,2011,South West,67,01:22,120,21:21,18,21:30,46,02:21,6,13:41,144,23:00,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
29-10-2010,2010,South West,183,22:47,513,19:02,27,23:24,333,02:36,30,15:14,438,22:43,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
25-12-2015,2015,South West,183,01:52,513,21:36,27,23:16,333,02:55,30,11:00,438,22:54,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
20-03-2016,2016,South West,183,20:49,513,19:45,27,17:26,333,21:11,30,18:23,438,23:10,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
24-02-2011,2011,South West,183,21:32,513,20:49,27,11:59,333,02:47,30,21:32,438,21:59,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
29-11-2012,2012,South West,67,22:17,120,18:44,18,07:24,46,00:57,6,13:41,144,22:50,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
17-07-2018,2018,South West,183,04:15,513,18:13,27,12:04,333,22:26,30,11:20,438,23:54,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
14-08-2007,2007,South West,67,03:37,120,20:38,18,09:34,46,02:12,6,15:33,144,21:14,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
21-09-2021,2021,South West,67,22:49,120,21:35,18,12:11,46,21:47,6,20:15,144,20:38,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
28-04-2015,2015,South West,67,02:01,120,21:22,18,19:14,46,00:34,6,19:55,144,21:52,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
17-10-2007,2007,South West,67,02:04,120,21:52,18,19:36,46,02:12,6,10:55,144,18:10,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
23-08-2004,2004,South West,67,00:43,120,18:45,18,07:51,46,21:45,6,11:25,144,22:42,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
29-10-2024,2024,South West,67,04:51,120,23:41,18,09:22,46,21:36,6,09:01,144,22:34,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
09-06-2020,2020,South West,67,00:50,120,18:01,18,10:15,46,22:57,6,19:45,144,19:29,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
06-04-2016,2016,South West,183,03:34,513,22:41,27,07:48,333,00:00,30,18:07,438,23:55,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
03-05-2006,2006,South West,67,23:04,120,19:12,18,06:59,46,18:22,6,17:56,144,19:07,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
14-08-2013,2013,South West,183,23:00,513,23:07,27,10:52,333,02:41,30,15:31,438,19:06,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
19-12-2011,2011,South West,67,23:25,120,23:13,18,07:51,46,22:39,6,17:00,144,22:17,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
01-08-2012,2012,South West,67,21:00,120,21:45,18,19:43,46,01:05,6,20:39,144,20:36,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
02-08-2006,2006,South West,67,22:13,120,23:10,18,13:14,46,18:18,6,09:17,144,21:32,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
26-11-2014,2014,South West,183,05:57,513,21:01,27,12:55,333,23:00,30,21:58,438,20:37,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
19-01-2010,2010,South West,183,22:08,513,20:01,27,09:20,333,22:07,30,20:13,438,18:55,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
11-12-2011,2011,South West,67,05:01,120,23:35,18,11:52,46,22:11,6,21:09,144,21:02,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
06-05-2013,2013,South West,67,02:10,120,21:56,18,11:47,46,01:49,6,14:35,144,23:56,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
28-08-2005,2005,South West,183,01:10,513,23:38,27,20:51,333,00:30,30,18:15,438,23:05,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
26-11-2024,2024,South West,183,02:49,513,23:11,27,19:29,333,19:56,30,13:51,438,21:23,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
05-12-2006,2006,South West,67,20:21,120,22:04,18,13:56,46,21:48,6,11:38,144,20:56,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
16-11-2005,2005,South West,183,05:45,513,18:10,27,15:53,333,20:52,30,14:35,438,19:26,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
14-07-2010,2010,South West,67,20:13,120,23:09,18,09:50,46,01:47,6,18:54,144,22:38,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
20-06-2018,2018,South West,67,20:26,120,21:11,18,06:38,46,20:45,6,21:42,144,22:19,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
16-10-2023,2023,South West,183,02:54,513,23:52,27,15:16,333,19:22,30,18:54,438,21:30,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
09-09-2020,2020,South West,67,01:47,120,19:30,18,16:56,46,02:11,6,21:41,144,22:01,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
23-04-2005,2005,South West,183,02:03,513,21:43,27,16:27,333,23:14,30,19:27,438,22:40,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
02-03-2019,2019,South West,183,02:43,513,22:26,27,17:17,333,23:21,30,14:36,438,21:02,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
20-11-2009,2009,South West,67,00:33,120,18:41,18,23:57,46,00:31,6,14:07,144,20:20,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
18-01-2007,2007,South West,67,23:32,120,22:56,18,13:28,46,20:06,6,09:10,144,21:24,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
05-07-2023,2023,South West,183,04:03,513,19:17,27,10:33,333,22:29,30,13:04,438,20:22,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
15-08-2015,2015,South West,183,05:26,513,23:58,27,21:36,333,01:22,30,14:20,438,19:00,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
10-06-2007,2007,South West,67,02:03,120,21:48,18,15:44,46,00:59,6,09:08,144,19:10,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
22-11-2012,2012,South West,67,22:20,120,18:27,18,12:09,46,01:49,6,13:46,144,19:21,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
05-11-2004,2004,South West,67,02:07,120,18:45,18,07:07,46,21:13,6,14:46,144,22:03,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
02-07-2016,2016,South West,67,23:13,120,19:39,18,07:45,46,18:30,6,15:29,144,23:01,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
22-03-2019,2019,South West,183,03:55,513,23:29,27,23:15,333,00:31,30,18:45,438,18:13,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
13-12-2007,2007,South West,183,00:44,513,18:06,27,09:08,333,02:32,30,14:36,438,18:24,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
30-12-2022,2022,South West,67,03:58,120,18:03,18,22:38,46,02:43,6,18:52,144,20:53,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
07-06-2021,2021,South West,67,20:42,120,19:33,18,08:53,46,00:43,6,21:19,144,21:50,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
18-07-2004,2004,South West,183,21:36,513,21:07,27,06:58,333,01:56,30,20:12,438,18:45,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
23-01-2008,2008,South West,183,20:29,513,20:12,27,13:10,333,00:18,30,17:30,438,19:27,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
14-02-2009,2009,South West,67,00:09,120,18:26,18,22:31,46,02:55,6,10:02,144,19:27,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
04-10-2016,2016,South West,183,05:21,513,22:19,27,12:44,333,21:48,30,10:36,438,18:30,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
21-06-2010,2010,South West,67,22:11,120,19:06,18,16:51,46,22:50,6,16:17,144,18:57,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
29-04-2023,2023,South West,183,22:21,513,19:51,27,10:14,333,20:03,30,14:36,438,22:04,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
27-05-2014,2014,South West,183,02:29,513,18:59,27,13:25,333,01:55,30,17:43,438,22:18,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
04-07-2024,2024,South West,183,22:03,513,19:49,27,21:19,333,00:42,30,17:46,438,22:00,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
30-04-2018,2018,South West,67,23:31,120,23:29,18,14:16,46,22:22,6,21:21,144,18:21,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
04-11-2020,2020,South West,183,23:18,513,20:17,27,12:18,333,02:37,30,15:18,438,23:01,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
19-06-2004,2004,South West,67,03:54,120,23:54,18,18:07,46,00:16,6,13:58,144,23:45,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
20-05-2006,2006,South West,183,23:21,513,19:03,27,18:58,333,18:04,30,12:27,438,19:28,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
19-11-2021,2021,South West,183,21:11,513,20:38,27,10:29,333,19:43,30,16:01,438,19:50,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
24-05-2018,2018,South West,67,20:04,120,18:56,18,21:52,46,02:21,6,19:45,144,22:17,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
12-04-2021,2021,South West,183,21:42,513,20:54,27,16:42,333,22:48,30,14:35,438,20:24,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
17-02-2011,2011,South West,183,05:35,513,20:47,27,07:06,333,00:05,30,09:44,438,19:57,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
29-05-2018,2018,South West,67,20:00,120,21:52,18,20:15,46,19:56,6,14:48,144,19:43,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
17-05-2009,2009,South West,183,23:38,513,22:41,27,20:21,333,00:16,30,17:37,438,22:29,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
18-07-2021,2021,South West,183,05:47,513,23:02,27,07:00,333,19:13,30,20:19,438,21:55,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,1524
28-07-2007,2007,South West,67,03:25,120,23:47,18,09:18,46,18:41,6,13:21,144,22:38,0,NA,0,NA,83.1,5.2,180000,28.7184,77.2611,11,5,595,600,401
